id,abstract,authorships.author.display_name,authorships.author.id,authorships.author.orcid,authorships.countries,authorships.institutions.display_name,authorships.institutions.id,authorships.is_corresponding,best_oa_location.license,cited_by_count,corresponding_institution_ids,display_name,doi,funders.display_name,fwci,ids.pmid,is_retracted,language,open_access.is_oa,open_access.oa_status,primary_location.source.display_name,primary_location.source.id,primary_location.source.issn_l,primary_location.source.type,primary_topic.display_name,publication_date,publication_year,type
https://openalex.org/W3138856106,"This paper attempts to examine the research support services in university libraries of higher education institutions in the Punjab, Pakistan. University libraries are providing traditional and as well as modern facilitation to scholars, students, and teachers for face to face and online learning in the globe generally and in Pakistan specifically. A quantitative study design opted and a sample of 90 university libraries was taken out of 116 libraries including sub-campuses libraries from the Punjab Province. A well-structured questionnaire was administered and pretested to conduct a representative survey. The study findings indicated that there was a significant difference in research support facilities between government and private sector university libraries in the Punjab Province. There was also a significant difference in the training of library staff regarding research support activities among university types. The study recommended that training on research support services in the library should be provided to library professional staff, researchers, and students for the best utilization of library services.",Nusrat Ali|Muhammad Shoaib|Iqbal Hussain Asad,https://openalex.org/A5037592097|https://openalex.org/A5032608865|https://openalex.org/A5022585659,https://orcid.org/0000-0002-0616-1214|https://orcid.org/0000-0001-9988-6478|,||,,,True|False|False,,4,,Research is a Scientific Capital: The Role of University Libraries in Higher Education Institutions,,,1.16452054,,False,en,True,green,Insecta mundi,https://openalex.org/S4306513441,0749-6737,journal,Research Data Management Practices,2021-01-01,2021,article
https://openalex.org/W4409990262,"Las destrezas de razonamiento científico constituyen un elemento básico de la alfabetización científica y tienen gran relevancia en el currículum actual. Los objetivos de esta investigación se centraron en la evaluación de estas destrezas y en los efectos sobre ellas de la creatividad general, la creatividad e identidad científica, el nivel académico y el género. Se llevó a cabo una investigación cuantitativa ex post facto de carácter transversal. Participaron en este estudio 152 estudiantes (95 mujeres y 57 hombres) de 3º y 4º de ESO, y 1º de Bachillerato (14-17 años). A todos ellos se les administró un test de creatividad, un cuestionario sobre creatividad científica, un cuestionario sobre identidad científica, y un cuestionario de destrezas de razonamiento científico. Las puntuaciones obtenidas y los análisis de correlaciones, de regresión múltiple y de mediación sugieren que: a) el nivel general de destrezas de razonamiento científico fue bajo; b) las variables que más influyeron en la variabilidad de estas destrezas fueron la identidad científica y el nivel académico; y c) la identidad científica ejerció un papel significativo de mediadora entre la creatividad científica y las destrezas de razonamiento científico, lo que evidenció el efecto indirecto de la creatividad científica sobre dichas destrezas.",J. Vilanova|Joan Josep Solaz Portolés|Vicente Sanjosé López,https://openalex.org/A5015266437|https://openalex.org/A5074310223|https://openalex.org/A5045319806,https://orcid.org/0000-0002-6596-9993|https://orcid.org/0000-0003-4690-6556|https://orcid.org/0000-0003-3806-1717,ES|ES|ES,Universitat de València|Universitat de València|Universitat de València,https://openalex.org/I16097986|https://openalex.org/I16097986|https://openalex.org/I16097986,True|False|False,cc-by-nc-nd,1,https://openalex.org/I16097986,Impacto de la creatividad e identidad científica sobre las destrezas de razonamiento científico de estudiantes de Educación Secundaria,https://doi.org/10.55777/rea.v17i34.5918,,2.61667793,,False,es,True,diamond,Revista de Estilos de Aprendizaje,https://openalex.org/S4387282692,1988-8996,journal,Educational Research and Science Teaching,2024-11-25,2024,article
https://openalex.org/W2766045604,"Women are underrepresented in a number of science, technology, engineering, and mathematics (STEM) disciplines. Limited diversity in the development of the STEM workforce has negative implications for scientific innovation, creativity, and social relevance. The current study reports the first-year results of the PROmoting Geoscience Research, Education, and SuccesS (PROGRESS) program, a novel theory-driven informal mentoring program aimed at supporting first- and second-year female STEM majors. Using a prospective, longitudinal, multi-site (i.e., 7 universities in Colorado/Wyoming Front Range & Carolinas), propensity score matched design, we compare mentoring and persistence outcomes for women in and out of PROGRESS (N = 116). Women in PROGRESS attended an off-site weekend workshop and gained access to a network of volunteer female scientific mentors from on- and off-campus (i.e., university faculty, graduate students, and outside scientific professionals). The results indicate that women in PROGRESS had larger networks of developmental mentoring relationships and were more likely to be mentored by faculty members and peers than matched controls. Mentoring support from a faculty member benefited early-undergraduate women by strengthening their scientific identity and their interest in earth and environmental science career pathways. Further, support from a faculty mentor had a positive indirect impact on women's scientific persistence intentions, through strengthened scientific identity development. These results imply that first- and second- year undergraduate women's mentoring support networks can be enhanced through provision of protégé training and access to more senior women in the sciences willing to provide mentoring support.",Paul R. Hernandez|Brittany Bloodhart|Rebecca T. Barnes|Amanda S. Adams|Sandra M. Clinton|I. B. Pollack|Elaine Godfrey|Melissa Burt|Emily V. Fischer,https://openalex.org/A5002181460|https://openalex.org/A5008697274|https://openalex.org/A5085577006|https://openalex.org/A5091717074|https://openalex.org/A5003965144|https://openalex.org/A5088733537|https://openalex.org/A5090366058|https://openalex.org/A5048639636|https://openalex.org/A5016884073,https://orcid.org/0000-0002-4063-357X|https://orcid.org/0000-0002-4694-546X|https://orcid.org/0000-0001-6385-1062|https://orcid.org/0000-0002-5025-3589|https://orcid.org/0000-0002-8042-6671|https://orcid.org/0000-0001-7151-9756||https://orcid.org/0000-0003-2910-6303|https://orcid.org/0000-0001-8298-3669,US|US|US|US|US|US|US|US|US,West Virginia University|Colorado State University|Colorado College|University of North Carolina at Charlotte|University of North Carolina at Charlotte|Colorado State University|University of North Carolina at Charlotte|Colorado State University|Colorado State University,https://openalex.org/I12097938|https://openalex.org/I92446798|https://openalex.org/I189774192|https://openalex.org/I102149020|https://openalex.org/I102149020|https://openalex.org/I92446798|https://openalex.org/I102149020|https://openalex.org/I92446798|https://openalex.org/I92446798,True|False|False|False|False|False|False|False|False,cc-by,152,https://openalex.org/I12097938,"Promoting professional identity, motivation, and persistence: Benefits of an informal mentoring program for female undergraduate students",https://doi.org/10.1371/journal.pone.0187531,National Science Foundation,12.02834541,https://pubmed.ncbi.nlm.nih.gov/29091969,False,en,True,gold,PLoS ONE,https://openalex.org/S202381698,1932-6203,journal,Mentoring and Academic Development,2017-11-01,2017,article
https://openalex.org/W4415466022,"El decreciente interés y participación de los jóvenes en STEM (ciencia, tecnología, ingeniería y matemáticas) y los efectos de desigualdad social respecto al género, etnia y clase en todo el mundo hanconducido la mirada de los investigadores hacia los conceptos identidad científica (IC) y capital científico(CC). Ambos emergen como respuestas de la investigación a estas preocupaciones globales para una mejor comprensión de las motivaciones y aspiraciones implicadas en las decisiones de elección de estudios. Esteestudio plantea un análisis conceptual de IC y CC, de su base teórica psico-social y de sus interrelaciones mutuas a partir de los estudios generadores. Después explora los resultados (principalmente cualitativos) delas investigaciones fundadoras de IC y CC, que se comparan con los amplios programas de investigación analítica sobre los intereses, actitudes y experiencias de los jóvenes hacia las disciplinas STEM y sus aspiraciones de una carrera en STEM, donde la inclusión de mujeres y minorías representa un factor claveque conecta ambos programas de investigación. Asimismo se presenta el incipiente desarrollo de los estudios con orientación cuantitativa sobre IC y CC, los diversos retos que afronta esta orientación y los potenciales beneficios para la mejora de la comprensión de las aspiraciones y la participación en STEM junto con los impactos diferenciales de la educación STEM sobre los diversos grupos. El surgimiento de IC y CC se interpreta como un cambio de paradigma en la investigación de los aspectos afectivos en la educación STEM, desde la precedente investigación analítica centrada en múltiples intereses, actitudes y experiencias hacia una investigación sintética centrada en estos dos constructos, IC y CC, amplios y globales, pero también difusos que reiteran con intensidad el objetivo inclusivo de enseñar STEM de forma más equitativa y justa socialmente.",María Antonia Manassero Más|Ángel Vázquez Alonso,https://openalex.org/A5088663479|https://openalex.org/A5069269000,https://orcid.org/0000-0002-7804-7779|https://orcid.org/0000-0001-5830-7062,ES|ES,Universitat de les Illes Balears|Universitat de les Illes Balears,https://openalex.org/I50441567|https://openalex.org/I50441567,True|False,cc-by-nc,0,https://openalex.org/I50441567,Identidad científica y capital científico: nuevos retos para la educación y la investigación didáctica,https://doi.org/10.25267/rev_eureka_ensen_divulg_cienc.2025.v22.i3.3102,,0.0,,False,es,True,diamond,Revista eureka sobre enseñanza y divulgación de las ciencias,https://openalex.org/S2738421623,1697-011X,journal,Psychology Research and Bibliometrics,2025-01-01,2025,article
https://openalex.org/W1995878087,,David J. Spielman|Javier M. Ekboir|Kristin Davis|Cosmas Milton Obote Ochieng,https://openalex.org/A5045116483|https://openalex.org/A5027556575|https://openalex.org/A5033290085|https://openalex.org/A5018562667,https://orcid.org/0000-0002-6889-7358||https://orcid.org/0000-0001-9604-921X|https://orcid.org/0000-0002-3061-5482,|CR||,|Instituto Centroamericano de Administración Pública||,|https://openalex.org/I4210128090||,True|False|False|False,,169,,An innovation systems perspective on strengthening agricultural education and training in sub-Saharan Africa,https://doi.org/10.1016/j.agsy.2008.03.004,,14.9911504,,False,en,False,closed,Agricultural Systems,https://openalex.org/S157560195,0308-521X,journal,Innovation and Socioeconomic Development,2008-05-13,2008,article
https://openalex.org/W4401417809,"This theoretical-critical reflection addresses the issue of national scientific identity, focusing on the current crisis involving the National Superintendence of Higher University Education (SUNEDU, by its Spanish acronym), the Ministry of Education of Peru (MINEDU), and the Congress of the Republic of Peru. With the objective to understand the imbalance on stage and its consequences for university education, we analyze idiosyncrasies that jeopardize links of social responsibility, environmental concern, and scientific ethics. Drawing upon Bachelard (2005; 2000), Enaudeau (1999), La Boétie (1999), Bauman (1999), and Sánchez (2022a; 2022b; 2019; 2017), we propose dialogical interactions between governamental institutions and the science produced by Peruvian and Latin American public universities in general. This is facilitated through the exchange among study groups, research cores, and scientific observatories contributing to governance with social justice and maintaining links of scientific identity and the Andean principle of allin kawsay for everyone.",Janina Moquillaza Sánchez|Liz Maribel García Salirrosas,https://openalex.org/A5088323972|https://openalex.org/A5075881298,https://orcid.org/0000-0001-8104-3018|https://orcid.org/0000-0002-6006-8344,|,,,True|False,cc-by,0,,"Educación universitaria, gobernabilidad e identidad científica nacional",https://doi.org/10.37711/desafios.2023.15.1.417,,0.0,,False,en,True,diamond,REVISTA DESAFÍOS,https://openalex.org/S4210232669,2307-6100,journal,"Science, Technology, and Education in Latin America",2024-01-04,2024,article
https://openalex.org/W4396875028,-,Janina Moquillaza Sánchez|Liz Maribel García Salirrosas,https://openalex.org/A5088323972|https://openalex.org/A5075881298,https://orcid.org/0000-0001-8104-3018|https://orcid.org/0000-0002-6006-8344,PE|PE,National University of Trujillo|National University of Trujillo,https://openalex.org/I4210091554|https://openalex.org/I4210091554,True|False,cc-by,0,https://openalex.org/I4210091554,"Educación universitaria, gobernabilidad e identidad científica nacional",https://doi.org/10.37711/desafos.2023.15.1.417,,0.0,,False,es,True,diamond,REVISTA DESAFÍOS,https://openalex.org/S4210232669,2307-6100,journal,"Science, Technology, and Education in Latin America",2024-04-16,2024,article
https://openalex.org/W2338656796,"Tras una amplia revisión de las recientes publicaciones alrededor del tema, se analiza y valora la actual situación de la investigación evaluativa, como instrumento estratégico para la toma de decisiones de desarrollo y mejora de la sociedad y de la calidad de vida de los ciudadanos, en ámbitos diversos como la educación, la sanidad, la economía, la cultura, la protección social, las políticas públicas, etc. Se describe y fundamenta la identidad científica de la investigación evaluativa actual, incidiendo en su carácter transdisciplinar, en el auge de la evaluación de organizaciones e instituciones, en su apoyo en metodologías diversas y en la importancia de las estrategias participativas. Se destaca también la utilidad y el uso apropiado de las evaluaciones como objetivo prioritario de este tipo de investigación, apoyándose siempre en principios y normas éticas y de calidad científica y los correspondientes estudios metaevaluativos",Tomás Escudero,https://openalex.org/A5108630749,,ES,Universidad de Zaragoza,https://openalex.org/I255234318,True,cc-by-nc,39,https://openalex.org/I255234318,La investigación evaluativa en el siglo XXI: un instrumento para el desarrollo educativo y social cada vez más relevante,https://doi.org/10.7203/relieve.22.1.8164,,3.66275863,,False,es,True,diamond,RELIEVE - Revista Electrónica de Investigación y Evaluación Educativa,https://openalex.org/S2737823951,1134-4032,journal,Education and Teacher Training,2016-04-14,2016,article
https://openalex.org/W2629329909,,L. Jamila Haider|Jonas Hentati‐Sundberg|Matteo Giusti|Julie Goodness|Maike Hamann|Vanessa A Masterson|Megan Meacham|Andrew Merrie|Daniel Ospina|Caroline Schill|Hanna Sinare,https://openalex.org/A5010033189|https://openalex.org/A5027766778|https://openalex.org/A5010628666|https://openalex.org/A5088388508|https://openalex.org/A5058151403|https://openalex.org/A5038914354|https://openalex.org/A5010128264|https://openalex.org/A5005234025|https://openalex.org/A5082396377|https://openalex.org/A5010796309|https://openalex.org/A5102980818,https://orcid.org/0000-0002-0265-5356|https://orcid.org/0000-0002-3201-9262|https://orcid.org/0000-0003-0179-2540||https://orcid.org/0000-0003-2906-4043|https://orcid.org/0000-0002-5379-9309|https://orcid.org/0000-0003-3626-967X|https://orcid.org/0000-0002-4036-3725|https://orcid.org/0000-0002-5115-0899|https://orcid.org/0000-0001-7628-4829|https://orcid.org/0000-0001-5236-9203,SE|SE|SE|SE|SE|SE|SE|SE|SE|SE|SE,Stockholm Resilience Centre|Stockholm University|Stockholm Resilience Centre|Stockholm University|Stockholm University|Stockholm Resilience Centre|Stockholm Resilience Centre|Stockholm University|Stockholm University|Stockholm Resilience Centre|Stockholm University|Stockholm Resilience Centre|Stockholm Resilience Centre|Stockholm University|Stockholm University|Stockholm Resilience Centre|Stockholm University|Stockholm Resilience Centre|Stockholm University|Stockholm Resilience Centre|Stockholm Resilience Centre|Stockholm University,https://openalex.org/I138595864|https://openalex.org/I161593684|https://openalex.org/I138595864|https://openalex.org/I161593684|https://openalex.org/I161593684|https://openalex.org/I138595864|https://openalex.org/I138595864|https://openalex.org/I161593684|https://openalex.org/I161593684|https://openalex.org/I138595864|https://openalex.org/I161593684|https://openalex.org/I138595864|https://openalex.org/I138595864|https://openalex.org/I161593684|https://openalex.org/I161593684|https://openalex.org/I138595864|https://openalex.org/I161593684|https://openalex.org/I138595864|https://openalex.org/I161593684|https://openalex.org/I138595864|https://openalex.org/I138595864|https://openalex.org/I161593684,True|False|False|False|False|False|False|False|False|False|False,cc-by,177,https://openalex.org/I138595864|https://openalex.org/I161593684,The undisciplinary journey: early-career perspectives in sustainability science,https://doi.org/10.1007/s11625-017-0445-1,Stiftelsen för Miljöstrategisk Forskning|European Commission,40.1052415,https://pubmed.ncbi.nlm.nih.gov/30147779,False,en,True,hybrid,Sustainability Science,https://openalex.org/S135086837,1862-4057,journal,Interdisciplinary Research and Collaboration,2017-06-21,2017,article
https://openalex.org/W1966006157,,José García‐Quevedo|Francisco Más‐Verdú|José Polo-Otero,https://openalex.org/A5039442290|https://openalex.org/A5084633239|https://openalex.org/A5029468231,https://orcid.org/0000-0001-8078-1203|https://orcid.org/0000-0002-0902-9462|,ES|ES|ES,Universitat de Barcelona|Clínica Diagonal|Barcelona School of Economics|Universitat Politècnica de València|Universitat de Barcelona|Barcelona School of Economics|Barcelona School of Economics|Pasqual Maragall Foundation|Universitat de Barcelona,https://openalex.org/I71999127|https://openalex.org/I4210115203|https://openalex.org/I42134832|https://openalex.org/I60053951|https://openalex.org/I71999127|https://openalex.org/I42134832|https://openalex.org/I42134832|https://openalex.org/I4210107429|https://openalex.org/I71999127,True|False|False,cc-by-nc-nd,83,https://openalex.org/I4210115203|https://openalex.org/I42134832|https://openalex.org/I71999127,Which firms want PhDs? An analysis of the determinants of the demand,https://doi.org/10.1007/s10734-011-9461-8,Generalitat Valenciana,5.98538405,,False,en,True,green,Higher Education,https://openalex.org/S94908168,0018-1560,journal,Firm Innovation and Growth,2011-07-01,2011,article
